timestamp,event,temperature,latency
173253568863600,INSERT,18.471786,4500
173253568917100,INSERT,23.772850,600
173253568920000,INSERT,26.808374,300
173253568921800,INSERT,25.128330,200
173253568923400,INSERT,17.667929,600
173253568925400,INSERT,25.714287,2300
173253568929000,INSERT,27.578356,200
173253568930400,INSERT,17.477951,100
173253568931900,INSERT,28.308512,100
173253568933100,INSERT,25.713829,100
173253568934100,INSERT,21.847897,100
173253568935400,INSERT,21.775108,100
173253568936400,INSERT,24.358349,100
173253568937700,INSERT,24.948425,100
173253568939000,INSERT,19.364452,200
173253568940300,INSERT,21.443678,100
173253568941600,INSERT,25.055544,100
173253568942600,INSERT,19.676657,100
173253568943700,INSERT,26.936552,200
173253568944700,INSERT,16.807764,100
173253568946000,INSERT,19.677572,100
173253568947100,INSERT,18.810999,200
173253568948100,INSERT,20.089571,100
173253568949100,INSERT,21.996674,100
173253568950100,INSERT,16.206701,100
173253568951300,INSERT,19.799799,200
173253568952400,INSERT,24.796898,200
173253568953300,INSERT,16.642506,100
173253568954300,INSERT,15.607928,100
173253568955600,INSERT,27.666248,100
173253568956600,INSERT,24.736015,100
173253568957600,INSERT,15.966826,100
173253568958900,INSERT,20.942411,100
173253568960200,INSERT,29.543594,100
173253568961400,INSERT,17.059999,200
173253568962500,INSERT,25.353100,100
173253568963500,INSERT,18.032318,100
173253568964500,INSERT,24.550615,100
173253568965500,INSERT,22.142246,100
173253568966500,INSERT,27.988983,100
173253568967500,INSERT,21.900539,100
173253568968500,INSERT,21.358074,100
173253568969500,INSERT,25.258339,100
173253568970500,INSERT,26.684317,100
173253568971500,INSERT,20.697500,100
173253568972800,INSERT,28.278755,100
173253568973700,INSERT,15.688498,200
173253568974800,INSERT,18.450270,100
173253568975800,INSERT,16.335794,100
173253568976800,INSERT,23.230843,100
173253568978100,INSERT,26.195868,100
173253568979300,INSERT,27.936796,100
173253568980400,INSERT,23.557238,200
173253568981400,INSERT,18.424177,100
173253568982300,INSERT,23.353527,100
173253568983400,INSERT,18.317514,200
173253568984300,INSERT,16.642048,100
173253568985400,INSERT,27.099064,200
173253568986400,INSERT,16.695608,100
173253568987400,INSERT,15.728324,200
173253568988400,INSERT,15.485245,100
173253568989600,INSERT,17.174902,200
173253568990700,INSERT,27.148960,100
173253568991700,INSERT,25.834225,48500
173253569044100,INSERT,15.257271,300
173253569045700,INSERT,19.144718,100
173253569047000,INSERT,27.723015,200
173253569048000,INSERT,18.634754,200
173253569049100,INSERT,26.365704,200
173253569050100,INSERT,23.062838,100
173253569051100,INSERT,21.926634,100
173253569076100,INSERT,25.094913,900
173253569079200,INSERT,18.940092,200
173253569080300,INSERT,26.964476,100
173253569081600,INSERT,27.875912,100
173253569082600,INSERT,21.694998,100
173253569083600,INSERT,23.556780,100
173253569084600,INSERT,21.570024,100
173253569085700,INSERT,28.564409,200
173253569086600,INSERT,21.494949,200
173253569087600,INSERT,17.421644,100
173253569088800,INSERT,18.609119,100
173253569089800,INSERT,16.262093,100
173253569091000,INSERT,17.803888,200
173253569092100,INSERT,27.732628,100
173253569093100,INSERT,27.610401,100
173253569094100,INSERT,26.522263,100
173253569095100,INSERT,19.054995,100
173253569096100,INSERT,21.434523,100
173253569097100,INSERT,28.504440,100
173253569098100,INSERT,19.742577,200
173253569099200,INSERT,15.970489,100
173253569100400,INSERT,28.095646,100
173253569101400,INSERT,24.881588,100
173253569136200,INSERT,15.778222,1600
173253569142600,INSERT,29.620045,200
173253569144800,INSERT,20.112461,200
173253569146200,INSERT,15.242622,200
173253569147700,INSERT,24.551073,200
173253569149400,INSERT,21.455580,200
173253569150900,INSERT,26.969513,100
173253569152100,INSERT,27.099522,100
173253569153400,INSERT,28.135929,200
173253569154800,INSERT,23.931700,200
173253569156100,INSERT,22.770317,200
173253569157300,INSERT,21.251411,200
173253569158500,INSERT,22.292856,100
173253569159600,INSERT,17.783287,100
173253569160700,INSERT,18.760185,200
173253569161900,INSERT,21.101261,200
173253569323000,INSERT,27.907040,400
173253569325000,INSERT,19.580523,200
173253569326300,INSERT,20.055239,100
173253569327500,INSERT,19.335155,200
173253569328900,INSERT,20.314341,200
173253569330300,INSERT,25.629139,200
173253569331500,INSERT,23.300423,200
173253569332600,INSERT,16.826532,200
173253569333900,INSERT,16.972107,200
173253569335300,INSERT,20.829340,200
173253569336700,INSERT,29.474472,100
173253569337900,INSERT,16.095005,200
173253569338900,INSERT,16.450239,200
173253569340100,INSERT,28.579058,100
173253569341300,INSERT,23.559526,100
173253569342500,INSERT,24.173405,200
173253569343700,INSERT,29.212624,81400
173253569427100,INSERT,20.310678,300
173253569428700,INSERT,15.295266,200
173253569430000,INSERT,22.220528,100
173253569431200,INSERT,28.144627,100
173253569432400,INSERT,20.768456,200
173253569433700,INSERT,17.736595,100
173253569434900,INSERT,16.727196,100
173253569436100,INSERT,29.319284,100
173253569437300,INSERT,17.602924,200
173253569438400,INSERT,27.828304,200
173253569439500,INSERT,24.657734,100
173253569440700,INSERT,25.944092,100
173253569442200,INSERT,26.393627,100
173253569443400,INSERT,20.725426,100
173253569444600,INSERT,17.368084,200
173253569445800,INSERT,15.976897,200
173253569447000,INSERT,24.678791,100
173253569448100,INSERT,22.071749,100
173253569449200,INSERT,20.652180,200
173253569450400,INSERT,26.372570,100
173253569451600,INSERT,16.096836,100
173253569452700,INSERT,29.952391,100
173253569453900,INSERT,20.750145,100
173253569455100,INSERT,29.424114,200
173253569456200,INSERT,28.229317,100
173253569457400,INSERT,15.745262,200
173253569458600,INSERT,23.668478,100
173253569459800,INSERT,29.177374,100
173253569460900,INSERT,20.231026,100
173253569462000,INSERT,15.590991,100
173253569463100,INSERT,22.656788,200
173253569464300,INSERT,18.381603,100
173253569465500,INSERT,28.863338,100
173253569466600,INSERT,16.690115,100
173253569467700,INSERT,26.180304,200
173253569468800,INSERT,23.946348,100
173253569470000,INSERT,18.993195,100
173253569471100,INSERT,25.156712,100
173253569472200,INSERT,21.232643,100
173253569473400,INSERT,16.367840,100
173253569474500,INSERT,22.182074,100
173253569475600,INSERT,19.645069,100
173253569476700,INSERT,24.340038,100
173253569477900,INSERT,21.108128,200
173253569479000,INSERT,29.437849,100
173253569480200,INSERT,27.463911,100
173253569481300,INSERT,20.086824,100
173253569482400,INSERT,27.377850,200
173253569483600,INSERT,26.729179,200
173253569484800,INSERT,27.400738,100
173253569485900,INSERT,29.522537,200
173253569487100,INSERT,17.302164,100
173253569488200,INSERT,29.363689,200
173253569489300,INSERT,20.972626,100
173253569490400,INSERT,18.275856,200
173253569491600,INSERT,25.941801,100
173253569492700,INSERT,23.810846,100
173253569493800,INSERT,21.326487,100
173253569494900,INSERT,21.741234,200
173253569496100,INSERT,15.122684,100
173253569497200,INSERT,18.074892,100
173253569498200,INSERT,16.499680,200
173253569499800,INSERT,17.157049,23000
173253569524100,INSERT,26.562548,200
173253569525500,INSERT,19.201025,200
173253569526800,INSERT,16.271706,200
173253569528100,INSERT,24.942930,200
173253569529300,INSERT,22.242958,100
173253569530400,INSERT,19.019287,200
173253569531600,INSERT,29.310587,100
173253569532700,INSERT,29.120152,200
173253569533900,INSERT,27.519302,200
173253569535100,INSERT,16.711172,200
173253569536300,INSERT,19.845119,400
173253569537800,INSERT,19.174017,100
173253569539100,INSERT,29.909359,100
173253569540300,INSERT,24.297920,100
173253569541400,INSERT,20.580767,100
173253569542700,INSERT,28.192236,100
173253569543800,INSERT,24.055300,100
173253569545000,INSERT,23.640553,200
173253569546200,INSERT,16.065248,100
173253569547400,INSERT,19.624928,200
173253569548600,INSERT,15.811640,200
173253569549800,INSERT,16.051516,200
173253569551000,INSERT,28.241219,100
173253569552100,INSERT,22.518082,200
173253569553300,INSERT,15.933409,100
173253569554600,INSERT,28.102055,100
173253569555800,INSERT,18.388470,100
173253569556900,INSERT,22.547838,200
173253569558100,INSERT,16.332590,200
173253569559300,INSERT,19.726097,100
