latency,average,timestamp,callback_time
11065600,22.463809,1743572671000629248,1743572671011694848
9028352,22.459663,1743572671062923008,1743572671071951360
9383936,22.463536,1743572671126010112,1743572671135394048
9613824,22.467593,1743572671188878336,1743572671198492160
10333184,22.468452,1743572671251049728,1743572671261382912
9737216,22.471613,1743572671313995520,1743572671323732736
10170624,22.475443,1743572671378118144,1743572671388288768
9960192,22.482433,1743572671440310016,1743572671450270208
9818368,22.485774,1743572671504098816,1743572671513917184
10483456,22.478587,1743572671567886080,1743572671578369536
10890752,22.474355,1743572671631099648,1743572671641990400
9181184,22.466276,1743572671693481728,1743572671702662912
10573824,22.472267,1743572671755123456,1743572671765697280
9318912,22.480725,1743572671817656064,1743572671826974976
11394304,22.490962,1743572671881267200,1743572671892661504
10666240,22.488716,1743572671944802560,1743572671955468800
9626112,22.484184,1743572672008107008,1743572672017733120
10278912,22.489229,1743572672070898688,1743572672081177600
10764800,22.491841,1743572672134361600,1743572672145126400
9593344,22.484495,1743572672197062656,1743572672206656000
11650304,22.493872,1743572672260136704,1743572672271787008
19060480,22.507298,1743572672323247360,1743572672342307840
10173952,22.496627,1743572672385364224,1743572672395538176
9787136,22.486990,1743572672448948992,1743572672458736128
9575168,22.499343,1743572672512881152,1743572672522456320
10256640,22.501467,1743572672574424576,1743572672584681216
11989248,22.499015,1743572672635600640,1743572672647589888
10865152,22.505212,1743572672696099328,1743572672706964480
10124544,22.503275,1743572672759299072,1743572672769423616
10711296,22.509579,1743572672823081728,1743572672833793024
10657024,22.502844,1743572672887080704,1743572672897737728
10893312,22.505564,1743572672948039168,1743572672958932480
10571776,22.492728,1743572673010159360,1743572673020731136
10418432,22.491648,1743572673072189440,1743572673082607872
12214016,22.489493,1743572673135896576,1743572673148110592
14004224,22.479622,1743572673197586944,1743572673211591168
11560704,22.475805,1743572673258281216,1743572673269841920
10765824,22.474866,1743572673321753600,1743572673332519424
10721536,22.462876,1743572673383301376,1743572673394022912
10377728,22.474177,1743572673444788480,1743572673455166208
11401984,22.481524,1743572673508457728,1743572673519859712
10809856,22.493997,1743572673571062784,1743572673581872640
11023616,22.493256,1743572673634255104,1743572673645278720
11492096,22.489800,1743572673697554176,1743572673709046272
10438144,22.489138,1743572673761180160,1743572673771618304
10286336,22.488413,1743572673822696704,1743572673832983040
12306176,22.486127,1743572673886593280,1743572673898899456
9891584,22.484159,1743572673948318720,1743572673958210304
11127296,22.493158,1743572674011181056,1743572674022308352
14671360,22.497020,1743572674073481728,1743572674088153088
12121600,22.497446,1743572674134002432,1743572674146124032
10960384,22.506365,1743572674194468608,1743572674205428992
11556608,22.520333,1743572674256721408,1743572674268278016
12053504,22.532331,1743572674318572800,1743572674330626304
10983424,22.541418,1743572674379769088,1743572674390752512
11001600,22.538579,1743572674442088704,1743572674453090304
10742528,22.534825,1743572674505688576,1743572674516431104
10195456,22.534913,1743572674567886080,1743572674578081536
10855680,22.532134,1743572674630757888,1743572674641613568
10163968,22.521128,1743572674692559360,1743572674702723328
11572736,22.527853,1743572674755330816,1743572674766903552
14273536,22.524496,1743572674816614400,1743572674830887936
12256000,22.520265,1743572674877353728,1743572674889609728
10381824,22.527403,1743572674939359744,1743572674949741568
11607552,22.518020,1743572675001126912,1743572675012734464
15095296,22.523960,1743572675063579648,1743572675078674944
11246848,22.516106,1743572675126692352,1743572675137939200
11432192,22.514754,1743572675188674816,1743572675200107008
11401984,22.518611,1743572675251795968,1743572675263197952
10910208,22.522462,1743572675314479616,1743572675325389824
11437312,22.525174,1743572675376125952,1743572675387563264
11781888,22.517661,1743572675436838400,1743572675448620288
10336512,22.513077,1743572675498945280,1743572675509281792
11555840,22.518957,1743572675562565120,1743572675574120960
11014656,22.522652,1743572675626131712,1743572675637146368
11247616,22.529420,1743572675689314304,1743572675700561920
10749696,22.539991,1743572675752360192,1743572675763109888
10255872,22.537360,1743572675815384064,1743572675825639936
11410176,22.527908,1743572675877037312,1743572675888447488
11266048,22.518589,1743572675939539968,1743572675950806016
11443200,22.523689,1743572676003044096,1743572676014487296
12266752,22.519598,1743572676066482432,1743572676078749184
11188736,22.520334,1743572676130348800,1743572676141537536
17642496,22.516461,1743572676192396544,1743572676210039040
10699520,22.521879,1743572676254266112,1743572676264965632
11910912,22.512803,1743572676317649664,1743572676329560576
12245760,22.507775,1743572676381206016,1743572676393451776
11545856,22.516791,1743572676443521536,1743572676455067392
11030528,22.516444,1743572676505942016,1743572676516972544
11271680,22.516894,1743572676569489408,1743572676580761088
10315264,22.518776,1743572676631063552,1743572676641378816
13824256,22.514041,1743572676693939712,1743572676707763968
10437888,22.508701,1743572676756765952,1743572676767203840
10943232,22.498801,1743572676818764800,1743572676829708032
11366912,22.499910,1743572676882257664,1743572676893624576
10984192,22.496397,1743572676943552000,1743572676954536192
11285248,22.495362,1743572677004813056,1743572677016098304
12696064,22.494578,1743572677066784768,1743572677079480832
10620416,22.489441,1743572677127772160,1743572677138392576
10948608,22.494796,1743572677190910720,1743572677201859328
11828992,22.501450,1743572677253503232,1743572677265332224
10922496,22.510659,1743572677315580672,1743572677326503168
11361536,22.508554,1743572677379000320,1743572677390361856
12977408,22.504220,1743572677440878080,1743572677453855488
11695872,22.501417,1743572677503340032,1743572677515035904
11878144,22.505505,1743572677565991168,1743572677577869312
11834880,22.511419,1743572677627522816,1743572677639357696
10942208,22.513501,1743572677688217600,1743572677699159808
12374272,22.509715,1743572677751588096,1743572677763962368
11247104,22.507886,1743572677814328064,1743572677825575168
10868480,22.510334,1743572677877430272,1743572677888298752
12155392,22.519905,1743572677940609536,1743572677952764928
11329024,22.522073,1743572678002652928,1743572678013981952
13061888,22.508063,1743572678063682304,1743572678076744192
11227648,22.512195,1743572678125345536,1743572678136573184
11025408,22.524715,1743572678187407104,1743572678198432512
12652288,22.513718,1743572678251007488,1743572678263659776
10636288,22.508101,1743572678312578304,1743572678323214592
11032064,22.502545,1743572678375334144,1743572678386366208
12025856,22.491091,1743572678439001088,1743572678451026944
10482944,22.490812,1743572678502385920,1743572678512868864
11443456,22.502580,1743572678565652224,1743572678577095680
10377472,22.503447,1743572678628037120,1743572678638414592
12392192,22.500446,1743572678690691584,1743572678703083776
10595328,22.501339,1743572678754056448,1743572678764651776
12569088,22.505942,1743572678818068992,1743572678830638080
11495424,22.506438,1743572678879704576,1743572678891200000
11740160,22.503572,1743572678943621120,1743572678955361280
13309952,22.511676,1743572679005494016,1743572679018803968
10433536,22.502730,1743572679067558656,1743572679077992192
10437888,22.501814,1743572679131656448,1743572679142094336
12393728,22.502806,1743572679194209024,1743572679206602752
12218624,22.505152,1743572679257635584,1743572679269854208
9987328,22.511968,1743572679318211840,1743572679328199168
10381568,22.510489,1743572679380388096,1743572679390769664
11350016,22.516442,1743572679443837184,1743572679455187200
10458112,22.513781,1743572679507660288,1743572679518118400
11682560,22.506933,1743572679572010240,1743572679583692800
9687552,22.509683,1743572679632841984,1743572679642529536
11414272,22.501666,1743572679696521728,1743572679707936000
12299264,22.504457,1743572679760200448,1743572679772499712
10530560,22.501566,1743572679823161600,1743572679833692160
11051264,22.503690,1743572679885488640,1743572679896539904
11487232,22.502258,1743572679947685376,1743572679959172608
9947136,22.490860,1743572680010238976,1743572680020186112
11244288,22.499772,1743572680071706368,1743572680082950656
9564928,22.495970,1743572680135807488,1743572680145372416
11949056,22.492307,1743572680197957632,1743572680209906688
9512448,22.492304,1743572680258668032,1743572680268180480
12447744,22.498861,1743572680320455424,1743572680332903168
13763584,22.493826,1743572680382963712,1743572680396727296
9489920,22.497196,1743572680445150976,1743572680454640896
10499840,22.485794,1743572680508847104,1743572680519346944
10957824,22.498388,1743572680570957824,1743572680581915648
9032448,22.496900,1743572680632742912,1743572680641775360
11478784,22.493088,1743572680693574656,1743572680705053440
9769728,22.497533,1743572680756227584,1743572680765997312
11540992,22.495617,1743572680818860288,1743572680830401280
8845824,22.495756,1743572680882081024,1743572680890926848
11999488,22.501204,1743572680943812608,1743572680955812096
8963072,22.500138,1743572681004453376,1743572681013416448
11331072,22.508896,1743572681066742272,1743572681078073344
10687488,22.506788,1743572681127429376,1743572681138116864
8765184,22.513091,1743572681189648896,1743572681198414080
9953792,22.501799,1743572681252894720,1743572681262848512
9842432,22.490149,1743572681316238080,1743572681326080512
10645248,22.489700,1743572681377883136,1743572681388528384
9500672,22.483166,1743572681440788224,1743572681450288896
9144064,22.478655,1743572681501304064,1743572681510448128
10649088,22.467783,1743572681563553792,1743572681574202880
10172928,22.458822,1743572681625271296,1743572681635444224
10078976,22.459781,1743572681687771648,1743572681697850624
11385600,22.446606,1743572681751186944,1743572681762572544
11966464,22.451221,1743572681811324416,1743572681823290880
11372544,22.454508,1743572681874548480,1743572681885921024
11245824,22.446047,1743572681937229824,1743572681948475648
9651968,22.443849,1743572682000481280,1743572682010133248
10977280,22.438324,1743572682063842304,1743572682074819584
10306048,22.445845,1743572682125815552,1743572682136121600
10488320,22.451670,1743572682188055296,1743572682198543616
10531584,22.450342,1743572682251074304,1743572682261605888
10563584,22.461965,1743572682314619648,1743572682325183232
9063424,22.460959,1743572682375028992,1743572682384092416
10050816,22.462061,1743572682436974080,1743572682447024896
10300928,22.465495,1743572682499071744,1743572682509372672
9456128,22.476980,1743572682563156480,1743572682572612608
10410496,22.476134,1743572682626285312,1743572682636695808
8776192,22.470959,1743572682687356928,1743572682696133120
10456064,22.470301,1743572682749395968,1743572682759852032
8650240,22.458772,1743572682812655616,1743572682821305856
10398976,22.450023,1743572682876447488,1743572682886846464
10735616,22.437816,1743572682938380288,1743572682949115904
9724928,22.450168,1743572682999504896,1743572683009229824
8807680,22.454801,1743572683062265856,1743572683071073536
9374464,22.454177,1743572683124889344,1743572683134263808
8642816,22.451204,1743572683186087424,1743572683194730240
9639168,22.444719,1743572683248401408,1743572683258040576
10718720,22.450210,1743572683311050496,1743572683321769216
10152448,22.446155,1743572683372378624,1743572683382531072
9949952,22.449479,1743572683435089152,1743572683445039104
10625792,22.455775,1743572683498883328,1743572683509509120
9349376,22.463847,1743572683562283264,1743572683571632640
9720320,22.461465,1743572683623220480,1743572683632940800
8945152,22.469970,1743572683685632256,1743572683694577408
10800128,22.479810,1743572683747380224,1743572683758180352
10502400,22.480926,1743572683810853120,1743572683821355520
13726976,22.485576,1743572683873876224,1743572683887603200
10059520,22.492928,1743572683935823360,1743572683945882880
10803968,22.481091,1743572683998731520,1743572684009535488
9626880,22.488580,1743572684061204224,1743572684070831104
10109696,22.482266,1743572684124579584,1743572684134689280
11936768,22.491488,1743572684186583296,1743572684198520064
9174784,22.496791,1743572684249004288,1743572684258179072
13739008,22.490551,1743572684312617216,1743572684326356224
9321216,22.484544,1743572684375203072,1743572684384524288
11377920,22.488907,1743572684436622592,1743572684448000512
9550336,22.495283,1743572684499859456,1743572684509409792
9461760,22.497276,1743572684563420160,1743572684572881920
9836800,22.489404,1743572684626120960,1743572684635957760
8532736,22.484307,1743572684688537344,1743572684697070080
9504256,22.478912,1743572684751096576,1743572684760600832
8837632,22.472607,1743572684813335808,1743572684822173440
10951680,22.482648,1743572684877388032,1743572684888339712
9367552,22.483188,1743572684940291840,1743572684949659392
11869184,22.482446,1743572685001275392,1743572685013144576
8980736,22.473430,1743572685062331136,1743572685071311872
10376448,22.470048,1743572685124284160,1743572685134660608
11416576,22.463957,1743572685185914624,1743572685197331200
9565952,22.463494,1743572685247099904,1743572685256665856
14071808,22.453415,1743572685309172992,1743572685323244800
12008960,22.451080,1743572685370579712,1743572685382588672
8159744,22.456721,1743572685434565888,1743572685442725632
9303808,22.456131,1743572685498302720,1743572685507606528
9715968,22.462165,1743572685560144640,1743572685569860608
10617088,22.466488,1743572685622383104,1743572685633000192
9287680,22.460600,1743572685684904448,1743572685694192128
8933376,22.458957,1743572685748610048,1743572685757543424
10087680,22.456001,1743572685810363136,1743572685820450816
10075904,22.460923,1743572685873423616,1743572685883499520
9752832,22.450795,1743572685935235072,1743572685944987904
9768704,22.443883,1743572685997656832,1743572686007425536
10980096,22.451637,1743572686059418112,1743572686070398208
9340416,22.451916,1743572686119869184,1743572686129209600
11778304,22.456689,1743572686181162496,1743572686192940800
11585280,22.451850,1743572686244129280,1743572686255714560
9291520,22.449001,1743572686307704832,1743572686316996352
11194112,22.446425,1743572686371281920,1743572686382476032
11382528,22.437192,1743572686435170048,1743572686446552576
8890880,22.441764,1743572686495789824,1743572686504680704
9697792,22.434438,1743572686559314688,1743572686569012480
10449408,22.431209,1743572686622028032,1743572686632477440
9308928,22.429622,1743572686683395584,1743572686692704512
11206912,22.428881,1743572686746098688,1743572686757305600
9699328,22.430565,1743572686809392896,1743572686819092224
12409856,22.433288,1743572686873153024,1743572686885562880
9327872,22.443341,1743572686935454208,1743572686944782080
10145280,22.443890,1743572686999192320,1743572687009337600
11606784,22.439006,1743572687062023424,1743572687073630208
10018560,22.436714,1743572687123329280,1743572687133347840
9976832,22.439403,1743572687185105920,1743572687195082752
10776576,22.428954,1743572687248894720,1743572687259671296
9441280,22.437270,1743572687311418112,1743572687320859392
9688576,22.436942,1743572687372960256,1743572687382648832
8240896,22.437479,1743572687434095104,1743572687442336000
8083200,22.441956,1743572687496562944,1743572687504646144
8942080,22.441029,1743572687558587904,1743572687567529984
9273344,22.449017,1743572687620137472,1743572687629410816
8543488,22.446290,1743572687681546496,1743572687690089984
11749632,22.445193,1743572687743543296,1743572687755292928
9740032,22.448020,1743572687805914368,1743572687815654400
9750528,22.450834,1743572687867003392,1743572687876753920
8143104,22.453804,1743572687929961984,1743572687938105088
9168128,22.454775,1743572687990910976,1743572688000079104
11336704,22.454852,1743572688053305088,1743572688064641792
8259328,22.452738,1743572688115097088,1743572688123356416
12256768,22.443457,1743572688178259200,1743572688190515968
10217984,22.431978,1743572688239795968,1743572688250013952
9046784,22.422950,1743572688302122496,1743572688311169280
12162560,22.419698,1743572688363531520,1743572688375694080
9762304,22.417630,1743572688425510144,1743572688435272448
9978880,22.407802,1743572688487697920,1743572688497676800
9591296,22.414884,1743572688551386880,1743572688560978176
8806912,22.417304,1743572688612057088,1743572688620864000
10136576,22.409651,1743572688674551040,1743572688684687616
9696000,22.416977,1743572688735861760,1743572688745557760
10574080,22.417346,1743572688799430912,1743572688810004992
8663808,22.422850,1743572688860776704,1743572688869440512
11880960,22.420551,1743572688921647872,1743572688933528832
9191168,22.417675,1743572688983006208,1743572688992197376
13217280,22.417008,1743572689045251072,1743572689058468352
10585856,22.427737,1743572689107136512,1743572689117722368
8728320,22.426848,1743572689168432896,1743572689177161216
8990464,22.433175,1743572689230642688,1743572689239633152
9301248,22.425534,1743572689293133824,1743572689302435072
9057792,22.437461,1743572689355572480,1743572689364630272
8356352,22.440588,1743572689418096384,1743572689426452736
10539264,22.446735,1743572689479448320,1743572689489987584
9832704,22.434975,1743572689539739392,1743572689549572096
8873728,22.425427,1743572689602166016,1743572689611039744
9383680,22.422905,1743572689663451392,1743572689672835072
8478464,22.420905,1743572689724660480,1743572689733138944
10114560,22.419800,1743572689786284288,1743572689796398848
7816960,22.416838,1743572689848427264,1743572689856244224
9750272,22.422349,1743572689910021120,1743572689919771392
8489472,22.422561,1743572689972829696,1743572689981319168
9896704,22.411824,1743572690035939584,1743572690045836288
8215552,22.413917,1743572690098436864,1743572690106652416
8174848,22.424220,1743572690159491584,1743572690167666432
8441344,22.429878,1743572690222905088,1743572690231346432
7533824,22.434283,1743572690284220160,1743572690291753984
8015104,22.428706,1743572690347307008,1743572690355322112
8889344,22.417183,1743572690409191936,1743572690418081280
9590528,22.417507,1743572690472933376,1743572690482523904
8579840,22.426281,1743572690535162624,1743572690543742464
7960320,22.424688,1743572690598583552,1743572690606543872
7811328,22.433386,1743572690661265408,1743572690669076736
8554496,22.431218,1743572690722769408,1743572690731323904
9933568,22.438897,1743572690783531008,1743572690793464576
7897344,22.433495,1743572690846293760,1743572690854191104
10810624,22.438346,1743572690908553984,1743572690919364608
8014592,22.438227,1743572690970726400,1743572690978740992
11652352,22.439167,1743572691032358656,1743572691044011008
8192256,22.437935,1743572691095128576,1743572691103320832
9576704,22.426852,1743572691156257024,1743572691165833728
8507648,22.429493,1743572691218149120,1743572691226656768
9975296,22.423221,1743572691310999808,1743572691320975104
10391296,22.422609,1743572691419427840,1743572691429819136
11300096,22.421139,1743572691482254336,1743572691493554432
10340096,22.425206,1743572691545057024,1743572691555397120
8345088,22.429801,1743572691607993600,1743572691616338688
9214208,22.438348,1743572691670632960,1743572691679847168
8918272,22.427570,1743572691732071424,1743572691740989696
11964160,22.439740,1743572691793170432,1743572691805134592
10262784,22.435419,1743572691855507200,1743572691865769984
9905152,22.436724,1743572691916625152,1743572691926530304
11114496,22.438085,1743572691977877248,1743572691988991744
8530176,22.432296,1743572692040424448,1743572692048954624
8780544,22.427413,1743572692103629312,1743572692112409856
9651200,22.425899,1743572692166285824,1743572692175937024
12018944,22.427664,1743572692229367296,1743572692241386240
7777536,22.434507,1743572692291137024,1743572692298914560
8887040,22.441138,1743572692351787264,1743572692360674304
10571008,22.434050,1743572692412042496,1743572692422613504
8094208,22.434068,1743572692474199808,1743572692482294016
11556864,22.431243,1743572692535536896,1743572692547093760
8688896,22.422545,1743572692597825024,1743572692606513920
10178816,22.426617,1743572692658940160,1743572692669118976
8561664,22.431075,1743572692720657152,1743572692729218816
12136960,22.440873,1743572692783042304,1743572692795179264
8140288,22.452416,1743572692846099200,1743572692854239488
9484288,22.443631,1743572692908595968,1743572692918080256
10881024,22.441500,1743572692972023808,1743572692982904832
10964992,22.446221,1743572693035033344,1743572693045998336
8377856,22.443461,1743572693096968704,1743572693105346560
11868672,22.443373,1743572693157790208,1743572693169658880
9157632,22.451221,1743572693220114432,1743572693229272064
11257856,22.442486,1743572693282387200,1743572693293645056
9179648,22.431589,1743572693343761408,1743572693352941056
10369792,22.433610,1743572693404961024,1743572693415330816
9499392,22.420471,1743572693467216384,1743572693476715776
8786176,22.418358,1743572693527995904,1743572693536782080
9554688,22.422545,1743572693589849856,1743572693599404544
8652288,22.421658,1743572693651749632,1743572693660401920
10523904,22.433655,1743572693714348288,1743572693724872192
8395264,22.446593,1743572693775826944,1743572693784222208
9745152,22.450199,1743572693836875520,1743572693846620672
8424448,22.449524,1743572693897577216,1743572693906001664
10192640,22.458913,1743572693959594240,1743572693969786880
9152512,22.460279,1743572694020862720,1743572694030015232
8631808,22.467721,1743572694084173568,1743572694092805376
7858944,22.470372,1743572694147982848,1743572694155841792
10858240,22.463722,1743572694211209472,1743572694222067712
8044032,22.461071,1743572694272689664,1743572694280733696
11507712,22.472897,1743572694333458688,1743572694344966400
8732928,22.467574,1743572694395322368,1743572694404055296
8449024,22.462745,1743572694457134592,1743572694465583616
7674368,22.465620,1743572694518214144,1743572694525888512
9895168,22.458843,1743572694580826368,1743572694590721536
8245760,22.467590,1743572694641839104,1743572694650084864
9993216,22.464209,1743572694703203584,1743572694713196800
7981056,22.456457,1743572694764723968,1743572694772705024
11549440,22.456349,1743572694828345344,1743572694839894784
8332288,22.457914,1743572694889211392,1743572694897543680
12150784,22.461038,1743572694951051008,1743572694963201792
11655936,22.453576,1743572695013342208,1743572695024998144
8010240,22.454117,1743572695075558656,1743572695083568896
11033600,22.446362,1743572695138993664,1743572695150027264
8762368,22.448008,1743572695201981440,1743572695210743808
10284288,22.447981,1743572695265066496,1743572695275350784
8328960,22.448146,1743572695327746560,1743572695336075520
9766144,22.447929,1743572695390094592,1743572695399860736
9228032,22.446169,1743572695451644416,1743572695460872448
10465024,22.448424,1743572695513276672,1743572695523741696
9091072,22.436497,1743572695574168320,1743572695583259392
10020352,22.440481,1743572695635865088,1743572695645885440
11833088,22.440773,1743572695696566016,1743572695708399104
9758720,22.442600,1743572695758606080,1743572695768364800
9805056,22.445709,1743572695820805120,1743572695830610176
9309952,22.435518,1743572695882863360,1743572695892173312
8977664,22.438980,1743572695945334784,1743572695954312448
9886208,22.434052,1743572696005948160,1743572696015834368
9003520,22.435095,1743572696067643904,1743572696076647424
10328832,22.435269,1743572696128699904,1743572696139028736
8491520,22.433568,1743572696190885376,1743572696199376896
10370048,22.431020,1743572696252888064,1743572696263258112
10343680,22.435192,1743572696313990400,1743572696324334080
10321408,22.437370,1743572696375350016,1743572696385671424
8623872,22.448924,1743572696436537088,1743572696445160960
9833216,22.458498,1743572696498332416,1743572696508165632
9580800,22.451587,1743572696558729728,1743572696568310528
9711616,22.453358,1743572696619639552,1743572696629351168
8037120,22.455531,1743572696681487872,1743572696689524992
10283776,22.454737,1743572696743558656,1743572696753842432
9854976,22.460392,1743572696805259776,1743572696815114752
9665280,22.462253,1743572696866491904,1743572696876157184
9498880,22.449233,1743572696928237312,1743572696937736192
12112384,22.438468,1743572696989784064,1743572697001896448
10672896,22.431613,1743572697052633600,1743572697063306496
8925696,22.430466,1743572697115502336,1743572697124428032
7918336,22.436522,1743572697176824064,1743572697184742400
9675520,22.433061,1743572697240140544,1743572697249816064
8625408,22.436651,1743572697302577920,1743572697311203328
10615552,22.439289,1743572697365634048,1743572697376249600
8923648,22.442071,1743572697427293184,1743572697436216832
10554624,22.443890,1743572697488896512,1743572697499451136
8140544,22.446199,1743572697550684160,1743572697558824704
10812928,22.451195,1743572697610995712,1743572697621808640
7814912,22.444797,1743572697672452096,1743572697680267008
11333120,22.455158,1743572697735056384,1743572697746389504
9978368,22.459774,1743572697796013824,1743572697805992192
10414336,22.461242,1743572697857556480,1743572697867970816
9991168,22.463688,1743572697919607552,1743572697929598720
8239872,22.457421,1743572697982005504,1743572697990245376
14490368,22.453146,1743572698043389952,1743572698057880320
8724736,22.444786,1743572698105191168,1743572698113915904
9988352,22.444640,1743572698168166912,1743572698178155264
11026176,22.442064,1743572698231366912,1743572698242393088
9594368,22.439913,1743572698293158144,1743572698302752512
10012160,22.442787,1743572698355008256,1743572698365020416
8460800,22.439572,1743572698416273408,1743572698424734208
12212480,22.448988,1743572698479349504,1743572698491561984
9136896,22.448445,1743572698543044096,1743572698552180992
9123072,22.435924,1743572698604162560,1743572698613285632
9314560,22.444037,1743572698666436352,1743572698675750912
10008576,22.453733,1743572698728464384,1743572698738472960
9781248,22.455496,1743572698790626304,1743572698800407552
9796096,22.453808,1743572698851817216,1743572698861613312
8509184,22.459617,1743572698914196992,1743572698922706176
8374528,22.450325,1743572698975127296,1743572698983501824
8805376,22.452682,1743572699036533760,1743572699045339136
8531200,22.450506,1743572699099769344,1743572699108300544
8043776,22.447323,1743572699162113280,1743572699170157056
12657152,22.441057,1743572699225365760,1743572699238022912
11369472,22.432119,1743572699287830016,1743572699299199488
10250496,22.437662,1743572699349340928,1743572699359591424
9011968,22.438267,1743572699410890240,1743572699419902208
10498048,22.449495,1743572699472935680,1743572699483433728
8559872,22.452443,1743572699534440704,1743572699543000576
9576960,22.451427,1743572699598386432,1743572699607963392
8536064,22.452846,1743572699659928064,1743572699668464128
10937088,22.447908,1743572699721773824,1743572699732710912
8584704,22.436463,1743572699783481600,1743572699792066304
9979648,22.439476,1743572699845559040,1743572699855538688
9389824,22.434686,1743572699907254528,1743572699916644352
11872768,22.435429,1743572699967644160,1743572699979516928
8379136,22.431723,1743572700029952000,1743572700038331136
9097216,22.439360,1743572700091820032,1743572700100917248
9298944,22.435617,1743572700154475264,1743572700163774208
8056320,22.438155,1743572700217359104,1743572700225415424
10948096,22.445189,1743572700278461696,1743572700289409792
9731840,22.444419,1743572700341738240,1743572700351470080
9871360,22.447898,1743572700404629504,1743572700414500864
8324352,22.442451,1743572700467292928,1743572700475617280
9006336,22.448332,1743572700529278464,1743572700538284800
10636032,22.448540,1743572700592346112,1743572700602982144
9402880,22.434969,1743572700653140480,1743572700662543360
9952000,22.422709,1743572700714294016,1743572700724246016
10018304,22.428853,1743572700775330304,1743572700785348608
7940864,22.425982,1743572700835533824,1743572700843474688
10748416,22.421957,1743572700896602624,1743572700907351040
10059264,22.429812,1743572700958958848,1743572700969018112
8552448,22.425295,1743572701021315072,1743572701029867520
7684352,22.422538,1743572701082457600,1743572701090141952
9169152,22.417211,1743572701145044992,1743572701154214144
7918848,22.421546,1743572701205595392,1743572701213514240
9661440,22.420804,1743572701267153152,1743572701276814592
9035776,22.424266,1743572701329012736,1743572701338048512
9196288,22.431093,1743572701389965056,1743572701399161344
10022656,22.431222,1743572701451887360,1743572701461910016
7868672,22.422267,1743572701514656000,1743572701522524672
10070784,22.420052,1743572701576653056,1743572701586723840
8419328,22.423287,1743572701637761024,1743572701646180352
8865024,22.425742,1743572701700149760,1743572701709014784
9039360,22.436102,1743572701762174464,1743572701771213824
10365440,22.429258,1743572701824439808,1743572701834805248
9504256,22.429877,1743572701885940736,1743572701895444992
10293760,22.434378,1743572701946479104,1743572701956772864
8730624,22.426933,1743572702008856320,1743572702017586944
11192832,22.430681,1743572702071761920,1743572702082954752
10247936,22.431432,1743572702133902592,1743572702144150528
9783040,22.419500,1743572702196502784,1743572702206285824
8658432,22.420410,1743572702259047680,1743572702267706112
10101248,22.429113,1743572702320368384,1743572702330469632
8453376,22.438370,1743572702381279232,1743572702389732608
9057536,22.440502,1743572702444214272,1743572702453271808
8321536,22.431417,1743572702505520896,1743572702513842432
9523712,22.430708,1743572702567956480,1743572702577480192
8226816,22.429825,1743572702629777664,1743572702638004480
11369216,22.432187,1743572702693053952,1743572702704423168
8249088,22.423915,1743572702754423296,1743572702762672384
9902336,22.428440,1743572702816564736,1743572702826467072
10215936,22.427285,1743572702878340864,1743572702888556800
11371264,22.433861,1743572702938660352,1743572702950031616
9738752,22.433688,1743572702999639552,1743572703009378304
10258432,22.438883,1743572703061647872,1743572703071906304
10460160,22.444248,1743572703124207104,1743572703134667264
9252864,22.455362,1743572703186323712,1743572703195576576
8251648,22.460221,1743572703247986176,1743572703256237824
8620544,22.466576,1743572703309454080,1743572703318074624
9932800,22.473140,1743572703371005696,1743572703380938496
8911616,22.471312,1743572703434689024,1743572703443600640
8539904,22.468967,1743572703494751488,1743572703503291392
9487872,22.467203,1743572703556501248,1743572703565989120
11240448,22.475745,1743572703619197952,1743572703630438400
9797120,22.464806,1743572703679979776,1743572703689776896
10886912,22.455263,1743572703741353216,1743572703752240128
10226176,22.455870,1743572703803751168,1743572703813977344
8564224,22.463412,1743572703867063040,1743572703875627264
11130112,22.456820,1743572703930035712,1743572703941165824
8275968,22.461129,1743572703993184000,1743572704001459968
13344768,22.471692,1743572704055044096,1743572704068388864
8231424,22.468269,1743572704117043712,1743572704125275136
9667072,22.457556,1743572704179191808,1743572704188858880
9822208,22.451211,1743572704241626112,1743572704251448320
8708352,22.454967,1743572704302597376,1743572704311305728
10753280,22.446700,1743572704365349632,1743572704376102912
8749056,22.441000,1743572704426720512,1743572704435469568
10399488,22.434115,1743572704489085696,1743572704499485184
8111104,22.438183,1743572704551394816,1743572704559505920
10413056,22.441348,1743572704614471424,1743572704624884480
10268160,22.443934,1743572704676387584,1743572704686655744
10974464,22.450379,1743572704736758016,1743572704747732480
8256768,22.447088,1743572704799594496,1743572704807851264
10038272,22.442875,1743572704860516096,1743572704870554368
8860672,22.455643,1743572704922281216,1743572704931141888
11154432,22.453337,1743572704985135616,1743572704996290048
10874112,22.453104,1743572705049130496,1743572705060004608
10541824,22.457740,1743572705110926592,1743572705121468416
10593280,22.469583,1743572705173342208,1743572705183935488
10500608,22.469126,1743572705235398912,1743572705245899520
11593472,22.463309,1743572705296993024,1743572705308586496
11100928,22.463242,1743572705357998592,1743572705369099520
8100096,22.468247,1743572705420851712,1743572705428951808
11207424,22.477080,1743572705482695424,1743572705493902848
11160832,22.474251,1743572705544516864,1743572705555677696
9536512,22.486083,1743572705606166528,1743572705615703040
9997312,22.487490,1743572705667483392,1743572705677480704
10706176,22.486767,1743572705729784320,1743572705740490496
8761600,22.480843,1743572705790807808,1743572705799569408
